날자,시간,DDC_ID,POINT_ID,포인트명,사용량
20160101,104500,V000000000,4150,설비 main 전력량_지침*,13.088
20160101,110000,V000000000,4150,설비 main 전력량_지침*,30.506
20160101,111500,V000000000,4150,설비 main 전력량_지침*,38.914
20160101,113000,V000000000,4150,설비 main 전력량_지침*,11.369
20160101,114500,V000000000,4150,설비 main 전력량_지침*,21.777
20160101,120000,V000000000,4150,설비 main 전력량_지침*,17.794
20160101,121500,V000000000,4150,설비 main 전력량_지침*,13.616
20160101,123000,V000000000,4150,설비 main 전력량_지침*,12.991
20160101,124500,V000000000,4150,설비 main 전력량_지침*,18.738
20160101,130000,V000000000,4150,설비 main 전력량_지침*,18.522
20160101,131500,V000000000,4150,설비 main 전력량_지침*,14.388
20160101,133000,V000000000,4150,설비 main 전력량_지침*,10.568
20160101,134500,V000000000,4150,설비 main 전력량_지침*,10.564
20160101,140000,V000000000,4150,설비 main 전력량_지침*,9.718
20160101,141500,V000000000,4150,설비 main 전력량_지침*,12.296
20160101,143000,V000000000,4150,설비 main 전력량_지침*,12.785
20160101,144500,V000000000,4150,설비 main 전력량_지침*,9.921
20160101,150000,V000000000,4150,설비 main 전력량_지침*,12.165
20160101,151500,V000000000,4150,설비 main 전력량_지침*,9.285
20160101,153000,V000000000,4150,설비 main 전력량_지침*,9.151
20160101,154500,V000000000,4150,설비 main 전력량_지침*,8.427
20160101,160000,V000000000,4150,설비 main 전력량_지침*,9.292
20160101,161500,V000000000,4150,설비 main 전력량_지침*,8.403
20160101,163000,V000000000,4150,설비 main 전력량_지침*,11.006
20160101,164500,V000000000,4150,설비 main 전력량_지침*,8.457
20160101,170000,V000000000,4150,설비 main 전력량_지침*,9.293
20160101,171500,V000000000,4150,설비 main 전력량_지침*,8.426
20160101,173000,V000000000,4150,설비 main 전력량_지침*,10.95
20160101,174500,V000000000,4150,설비 main 전력량_지침*,10.144
20160101,180000,V000000000,4150,설비 main 전력량_지침*,9.264
20160101,181500,V000000000,4150,설비 main 전력량_지침*,10.128
20160101,183000,V000000000,4150,설비 main 전력량_지침*,9.296
20160101,184500,V000000000,4150,설비 main 전력량_지침*,10.176
20160101,190000,V000000000,4150,설비 main 전력량_지침*,8.259
20160101,191500,V000000000,4150,설비 main 전력량_지침*,7.628
20160101,193000,V000000000,4150,설비 main 전력량_지침*,7.599
20160101,194500,V000000000,4150,설비 main 전력량_지침*,9.349
20160101,200000,V000000000,4150,설비 main 전력량_지침*,6.937
20160101,201500,V000000000,4150,설비 main 전력량_지침*,7.774
20160101,203000,V000000000,4150,설비 main 전력량_지침*,7.566
20160101,204500,V000000000,4150,설비 main 전력량_지침*,7.628
20160101,210000,V000000000,4150,설비 main 전력량_지침*,8.657
20160101,211500,V000000000,4150,설비 main 전력량_지침*,6.906
20160101,213000,V000000000,4150,설비 main 전력량_지침*,7.766
20160101,214500,V000000000,4150,설비 main 전력량_지침*,7.774
20160101,220000,V000000000,4150,설비 main 전력량_지침*,6.875
20160101,221500,V000000000,4150,설비 main 전력량_지침*,3.469
20160101,223000,V000000000,4150,설비 main 전력량_지침*,0.59
20160101,224500,V000000000,4150,설비 main 전력량_지침*,0
20160101,230000,V000000000,4150,설비 main 전력량_지침*,0.836
20160101,231500,V000000000,4150,설비 main 전력량_지침*,0.692
20160101,233000,V000000000,4150,설비 main 전력량_지침*,0
20160101,234500,V000000000,4150,설비 main 전력량_지침*,0
20160102,0,V000000000,4150,설비 main 전력량_지침*,0
20160102,1500,V000000000,4150,설비 main 전력량_지침*,0
20160102,3000,V000000000,4150,설비 main 전력량_지침*,0.692
20160102,4500,V000000000,4150,설비 main 전력량_지침*,0.691
20160102,10000,V000000000,4150,설비 main 전력량_지침*,0
20160102,11500,V000000000,4150,설비 main 전력량_지침*,0
20160102,13000,V000000000,4150,설비 main 전력량_지침*,0
20160102,14500,V000000000,4150,설비 main 전력량_지침*,0.836
20160102,20000,V000000000,4150,설비 main 전력량_지침*,0
20160102,21500,V000000000,4150,설비 main 전력량_지침*,0
20160102,23000,V000000000,4150,설비 main 전력량_지침*,0.828
20160102,24500,V000000000,4150,설비 main 전력량_지침*,0
20160102,30000,V000000000,4150,설비 main 전력량_지침*,0
20160102,31500,V000000000,4150,설비 main 전력량_지침*,0
20160102,33000,V000000000,4150,설비 main 전력량_지침*,0
20160102,34500,V000000000,4150,설비 main 전력량_지침*,0
20160102,40000,V000000000,4150,설비 main 전력량_지침*,0
20160102,41500,V000000000,4150,설비 main 전력량_지침*,1.039
20160102,43000,V000000000,4150,설비 main 전력량_지침*,0
20160102,44500,V000000000,4150,설비 main 전력량_지침*,0
20160102,50000,V000000000,4150,설비 main 전력량_지침*,0.828
20160102,51500,V000000000,4150,설비 main 전력량_지침*,0
20160102,53000,V000000000,4150,설비 main 전력량_지침*,0.694
20160102,54500,V000000000,4150,설비 main 전력량_지침*,0
20160102,60000,V000000000,4150,설비 main 전력량_지침*,1.384
20160102,61500,V000000000,4150,설비 main 전력량_지침*,7.398
20160102,63000,V000000000,4150,설비 main 전력량_지침*,8.322
20160102,64500,V000000000,4150,설비 main 전력량_지침*,10.732
20160102,70000,V000000000,4150,설비 main 전력량_지침*,8.29
20160102,71500,V000000000,4150,설비 main 전력량_지침*,11.927
20160102,73000,V000000000,4150,설비 main 전력량_지침*,41.613
20160102,74500,V000000000,4150,설비 main 전력량_지침*,45.948
20160102,80000,V000000000,4150,설비 main 전력량_지침*,36.879
20160102,81500,V000000000,4150,설비 main 전력량_지침*,12.167
20160102,83000,V000000000,4150,설비 main 전력량_지침*,12.272
20160102,84500,V000000000,4150,설비 main 전력량_지침*,11.959
20160102,90000,V000000000,4150,설비 main 전력량_지침*,13.3
20160102,91500,V000000000,4150,설비 main 전력량_지침*,12.299
20160102,93000,V000000000,4150,설비 main 전력량_지침*,10.638
20160102,94500,V000000000,4150,설비 main 전력량_지침*,11.478
20160102,100000,V000000000,4150,설비 main 전력량_지침*,12.972
20160102,101500,V000000000,4150,설비 main 전력량_지침*,12.869
20160102,103000,V000000000,4150,설비 main 전력량_지침*,12.929
20160102,104500,V000000000,4150,설비 main 전력량_지침*,9.752
20160102,110000,V000000000,4150,설비 main 전력량_지침*,13.093
20160102,111500,V000000000,4150,설비 main 전력량_지침*,12.159
20160102,113000,V000000000,4150,설비 main 전력량_지침*,12.303
20160102,114500,V000000000,4150,설비 main 전력량_지침*,12.095
20160102,120000,V000000000,4150,설비 main 전력량_지침*,11.652
20160102,121500,V000000000,4150,설비 main 전력량_지침*,10.583
20160102,123000,V000000000,4150,설비 main 전력량_지침*,13.671
20160102,124500,V000000000,4150,설비 main 전력량_지침*,12.268
20160102,130000,V000000000,4150,설비 main 전력량_지침*,11.133
20160102,131500,V000000000,4150,설비 main 전력량_지침*,11.611
20160102,133000,V000000000,4150,설비 main 전력량_지침*,11.386
20160102,134500,V000000000,4150,설비 main 전력량_지침*,12.176
20160102,140000,V000000000,4150,설비 main 전력량_지침*,11.511
20160102,141500,V000000000,4150,설비 main 전력량_지침*,9.712
20160102,143000,V000000000,4150,설비 main 전력량_지침*,14.719
20160102,144500,V000000000,4150,설비 main 전력량_지침*,10.418
20160102,150000,V000000000,4150,설비 main 전력량_지침*,11.553
20160102,151500,V000000000,4150,설비 main 전력량_지침*,11.827
20160102,153000,V000000000,4150,설비 main 전력량_지침*,10.567
20160102,154500,V000000000,4150,설비 main 전력량_지침*,13.887
20160102,160000,V000000000,4150,설비 main 전력량_지침*,10.541
20160102,161500,V000000000,4150,설비 main 전력량_지침*,11.016
20160102,163000,V000000000,4150,설비 main 전력량_지침*,12.593
20160102,164500,V000000000,4150,설비 main 전력량_지침*,10.777
20160102,170000,V000000000,4150,설비 main 전력량_지침*,13.125
20160102,171500,V000000000,4150,설비 main 전력량_지침*,7.161
20160102,173000,V000000000,4150,설비 main 전력량_지침*,0
20160102,174500,V000000000,4150,설비 main 전력량_지침*,0.692
20160102,180000,V000000000,4150,설비 main 전력량_지침*,0
20160102,181500,V000000000,4150,설비 main 전력량_지침*,0.693
20160102,183000,V000000000,4150,설비 main 전력량_지침*,0
20160102,184500,V000000000,4150,설비 main 전력량_지침*,0
20160102,190000,V000000000,4150,설비 main 전력량_지침*,1.648
20160102,191500,V000000000,4150,설비 main 전력량_지침*,0
20160102,193000,V000000000,4150,설비 main 전력량_지침*,0
20160102,194500,V000000000,4150,설비 main 전력량_지침*,0
20160102,200000,V000000000,4150,설비 main 전력량_지침*,0.692
20160102,201500,V000000000,4150,설비 main 전력량_지침*,0
20160102,203000,V000000000,4150,설비 main 전력량_지침*,0
20160102,204500,V000000000,4150,설비 main 전력량_지침*,0.828
20160102,210000,V000000000,4150,설비 main 전력량_지침*,0
20160102,211500,V000000000,4150,설비 main 전력량_지침*,0
20160102,213000,V000000000,4150,설비 main 전력량_지침*,0
20160102,214500,V000000000,4150,설비 main 전력량_지침*,0
20160102,220000,V000000000,4150,설비 main 전력량_지침*,0.693
20160102,221500,V000000000,4150,설비 main 전력량_지침*,0
20160102,223000,V000000000,4150,설비 main 전력량_지침*,0
20160102,224500,V000000000,4150,설비 main 전력량_지침*,0.836
20160102,230000,V000000000,4150,설비 main 전력량_지침*,0.691
20160102,231500,V000000000,4150,설비 main 전력량_지침*,0
20160102,233000,V000000000,4150,설비 main 전력량_지침*,0
20160102,234500,V000000000,4150,설비 main 전력량_지침*,0.836
20160103,0,V000000000,4150,설비 main 전력량_지침*,0
20160103,1500,V000000000,4150,설비 main 전력량_지침*,0
20160103,3000,V000000000,4150,설비 main 전력량_지침*,0
20160103,4500,V000000000,4150,설비 main 전력량_지침*,0
20160103,10000,V000000000,4150,설비 main 전력량_지침*,0.836
20160103,11500,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,13000,V000000000,4150,설비 main 전력량_지침*,0
20160103,14500,V000000000,4150,설비 main 전력량_지침*,0.694
20160103,20000,V000000000,4150,설비 main 전력량_지침*,0
20160103,21500,V000000000,4150,설비 main 전력량_지침*,0
20160103,23000,V000000000,4150,설비 main 전력량_지침*,0
20160103,24500,V000000000,4150,설비 main 전력량_지침*,0
20160103,30000,V000000000,4150,설비 main 전력량_지침*,0
20160103,31500,V000000000,4150,설비 main 전력량_지침*,0
20160103,33000,V000000000,4150,설비 main 전력량_지침*,0
20160103,34500,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,40000,V000000000,4150,설비 main 전력량_지침*,0
20160103,41500,V000000000,4150,설비 main 전력량_지침*,0.591
20160103,43000,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,44500,V000000000,4150,설비 main 전력량_지침*,0
20160103,50000,V000000000,4150,설비 main 전력량_지침*,0
20160103,51500,V000000000,4150,설비 main 전력량_지침*,0.82
20160103,53000,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,54500,V000000000,4150,설비 main 전력량_지침*,0
20160103,60000,V000000000,4150,설비 main 전력량_지침*,0
20160103,61500,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,63000,V000000000,4150,설비 main 전력량_지침*,0
20160103,64500,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,70000,V000000000,4150,설비 main 전력량_지침*,0
20160103,71500,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,73000,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,74500,V000000000,4150,설비 main 전력량_지침*,0
20160103,80000,V000000000,4150,설비 main 전력량_지침*,0
20160103,81500,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,83000,V000000000,4150,설비 main 전력량_지침*,2.076
20160103,84500,V000000000,4150,설비 main 전력량_지침*,0.693
20160103,90000,V000000000,4150,설비 main 전력량_지침*,1.664
20160103,91500,V000000000,4150,설비 main 전력량_지침*,11.581
20160103,93000,V000000000,4150,설비 main 전력량_지침*,11.705
20160103,94500,V000000000,4150,설비 main 전력량_지침*,10.614
20160103,100000,V000000000,4150,설비 main 전력량_지침*,12.743
20160103,101500,V000000000,4150,설비 main 전력량_지침*,9.841
20160103,103000,V000000000,4150,설비 main 전력량_지침*,9.474
20160103,104500,V000000000,4150,설비 main 전력량_지침*,8.457
20160103,110000,V000000000,4150,설비 main 전력량_지침*,10.67
20160103,111500,V000000000,4150,설비 main 전력량_지침*,11.158
20160103,113000,V000000000,4150,설비 main 전력량_지침*,8.459
20160103,114500,V000000000,4150,설비 main 전력량_지침*,8.457
20160103,120000,V000000000,4150,설비 main 전력량_지침*,10.165
20160103,121500,V000000000,4150,설비 main 전력량_지침*,9.976
20160103,123000,V000000000,4150,설비 main 전력량_지침*,10.868
20160103,124500,V000000000,4150,설비 main 전력량_지침*,8.403
20160103,130000,V000000000,4150,설비 main 전력량_지침*,11.017
20160103,131500,V000000000,4150,설비 main 전력량_지침*,9.149
20160103,133000,V000000000,4150,설비 main 전력량_지침*,10.186
20160103,134500,V000000000,4150,설비 main 전력량_지침*,11.81
20160103,140000,V000000000,4150,설비 main 전력량_지침*,9.979
20160103,141500,V000000000,4150,설비 main 전력량_지침*,9.085
20160103,143000,V000000000,4150,설비 main 전력량_지침*,12.877
20160103,144500,V000000000,4150,설비 main 전력량_지침*,8.465
20160103,150000,V000000000,4150,설비 main 전력량_지침*,9.15
20160103,151500,V000000000,4150,설비 main 전력량_지침*,9.125
20160103,153000,V000000000,4150,설비 main 전력량_지침*,10.333
20160103,154500,V000000000,4150,설비 main 전력량_지침*,10.973
20160103,160000,V000000000,4150,설비 main 전력량_지침*,9.81
20160103,161500,V000000000,4150,설비 main 전력량_지침*,10.091
20160103,163000,V000000000,4150,설비 main 전력량_지침*,9.841
20160103,164500,V000000000,4150,설비 main 전력량_지침*,9.261
20160103,170000,V000000000,4150,설비 main 전력량_지침*,11.529
20160103,171500,V000000000,4150,설비 main 전력량_지침*,5.108
20160103,173000,V000000000,4150,설비 main 전력량_지침*,1.527
20160103,174500,V000000000,4150,설비 main 전력량_지침*,2.349
20160103,180000,V000000000,4150,설비 main 전력량_지침*,4.088
20160103,181500,V000000000,4150,설비 main 전력량_지침*,2.348
20160103,183000,V000000000,4150,설비 main 전력량_지침*,3.184
20160103,184500,V000000000,4150,설비 main 전력량_지침*,2.567
20160103,190000,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,191500,V000000000,4150,설비 main 전력량_지침*,0
20160103,193000,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,194500,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,200000,V000000000,4150,설비 main 전력량_지침*,0
20160103,201500,V000000000,4150,설비 main 전력량_지침*,0
20160103,203000,V000000000,4150,설비 main 전력량_지침*,0
20160103,204500,V000000000,4150,설비 main 전력량_지침*,0
20160103,210000,V000000000,4150,설비 main 전력량_지침*,0
20160103,211500,V000000000,4150,설비 main 전력량_지침*,0
20160103,213000,V000000000,4150,설비 main 전력량_지침*,0
20160103,214500,V000000000,4150,설비 main 전력량_지침*,0
20160103,220000,V000000000,4150,설비 main 전력량_지침*,0
20160103,221500,V000000000,4150,설비 main 전력량_지침*,0
20160103,223000,V000000000,4150,설비 main 전력량_지침*,0
20160103,224500,V000000000,4150,설비 main 전력량_지침*,0.828
20160103,230000,V000000000,4150,설비 main 전력량_지침*,0
20160103,231500,V000000000,4150,설비 main 전력량_지침*,0.836
20160103,233000,V000000000,4150,설비 main 전력량_지침*,0.692
20160103,234500,V000000000,4150,설비 main 전력량_지침*,0
20160104,0,V000000000,4150,설비 main 전력량_지침*,0
20160104,1500,V000000000,4150,설비 main 전력량_지침*,0
20160104,3000,V000000000,4150,설비 main 전력량_지침*,0.693
20160104,4500,V000000000,4150,설비 main 전력량_지침*,0
20160104,10000,V000000000,4150,설비 main 전력량_지침*,0
20160104,11500,V000000000,4150,설비 main 전력량_지침*,0
20160104,13000,V000000000,4150,설비 main 전력량_지침*,0
20160104,14500,V000000000,4150,설비 main 전력량_지침*,0.828
20160104,20000,V000000000,4150,설비 main 전력량_지침*,0
20160104,21500,V000000000,4150,설비 main 전력량_지침*,0.828
20160104,23000,V000000000,4150,설비 main 전력량_지침*,0
20160104,24500,V000000000,4150,설비 main 전력량_지침*,0
20160104,30000,V000000000,4150,설비 main 전력량_지침*,0
20160104,31500,V000000000,4150,설비 main 전력량_지침*,0.836
20160104,33000,V000000000,4150,설비 main 전력량_지침*,1.519
20160104,34500,V000000000,4150,설비 main 전력량_지침*,0.828
20160104,40000,V000000000,4150,설비 main 전력량_지침*,0.828
20160104,41500,V000000000,4150,설비 main 전력량_지침*,0.591
20160104,43000,V000000000,4150,설비 main 전력량_지침*,0
20160104,44500,V000000000,4150,설비 main 전력량_지침*,0.691
20160104,50000,V000000000,4150,설비 main 전력량_지침*,1.384
20160104,51500,V000000000,4150,설비 main 전력량_지침*,0
20160104,53000,V000000000,4150,설비 main 전력량_지침*,0
20160104,54500,V000000000,4150,설비 main 전력량_지침*,4.16
20160104,60000,V000000000,4150,설비 main 전력량_지침*,9.706
20160104,61500,V000000000,4150,설비 main 전력량_지침*,13.017
20160104,63000,V000000000,4150,설비 main 전력량_지침*,10.092
20160104,64500,V000000000,4150,설비 main 전력량_지침*,12.344
20160104,70000,V000000000,4150,설비 main 전력량_지침*,14.323
20160104,71500,V000000000,4150,설비 main 전력량_지침*,39.043
20160104,73000,V000000000,4150,설비 main 전력량_지침*,43.58
20160104,74500,V000000000,4150,설비 main 전력량_지침*,43.433
20160104,80000,V000000000,4150,설비 main 전력량_지침*,41.296
20160104,81500,V000000000,4150,설비 main 전력량_지침*,40.938
20160104,83000,V000000000,4150,설비 main 전력량_지침*,39.295
20160104,84500,V000000000,4150,설비 main 전력량_지침*,37.498
20160104,90000,V000000000,4150,설비 main 전력량_지침*,39.277
20160104,91500,V000000000,4150,설비 main 전력량_지침*,40.807
20160104,93000,V000000000,4150,설비 main 전력량_지침*,39.443
20160104,94500,V000000000,4150,설비 main 전력량_지침*,35.872
20160104,100000,V000000000,4150,설비 main 전력량_지침*,35.573
20160104,101500,V000000000,4150,설비 main 전력량_지침*,35.439
20160104,103000,V000000000,4150,설비 main 전력량_지침*,33.733
20160104,104500,V000000000,4150,설비 main 전력량_지침*,32.169
20160104,110000,V000000000,4150,설비 main 전력량_지침*,35.966
20160104,111500,V000000000,4150,설비 main 전력량_지침*,33.753
20160104,113000,V000000000,4150,설비 main 전력량_지침*,31.269
20160104,114500,V000000000,4150,설비 main 전력량_지침*,29.521
20160104,120000,V000000000,4150,설비 main 전력량_지침*,34.429
20160104,121500,V000000000,4150,설비 main 전력량_지침*,33.759
20160104,123000,V000000000,4150,설비 main 전력량_지침*,32.917
20160104,124500,V000000000,4150,설비 main 전력량_지침*,31.273
20160104,130000,V000000000,4150,설비 main 전력량_지침*,34.329
20160104,131500,V000000000,4150,설비 main 전력량_지침*,32.9
20160104,133000,V000000000,4150,설비 main 전력량_지침*,35.576
20160104,134500,V000000000,4150,설비 main 전력량_지침*,27.846
20160104,140000,V000000000,4150,설비 main 전력량_지침*,33.093
20160104,141500,V000000000,4150,설비 main 전력량_지침*,33.254
20160104,143000,V000000000,4150,설비 main 전력량_지침*,30.971
20160104,144500,V000000000,4150,설비 main 전력량_지침*,29.4
20160104,150000,V000000000,4150,설비 main 전력량_지침*,33.905
20160104,151500,V000000000,4150,설비 main 전력량_지침*,28.107
20160104,153000,V000000000,4150,설비 main 전력량_지침*,31.5
20160104,154500,V000000000,4150,설비 main 전력량_지침*,30.919
20160104,160000,V000000000,4150,설비 main 전력량_지침*,27.345
20160104,161500,V000000000,4150,설비 main 전력량_지침*,29.398
20160104,163000,V000000000,4150,설비 main 전력량_지침*,29.658
20160104,164500,V000000000,4150,설비 main 전력량_지침*,31.436
20160104,170000,V000000000,4150,설비 main 전력량_지침*,30.436
20160104,171500,V000000000,4150,설비 main 전력량_지침*,27.877
20160104,173000,V000000000,4150,설비 main 전력량_지침*,32.418
20160104,174500,V000000000,4150,설비 main 전력량_지침*,30.206
20160104,180000,V000000000,4150,설비 main 전력량_지침*,25.65
20160104,181500,V000000000,4150,설비 main 전력량_지침*,27.274
20160104,183000,V000000000,4150,설비 main 전력량_지침*,22.859
20160104,184500,V000000000,4150,설비 main 전력량_지침*,9.967
20160104,190000,V000000000,4150,설비 main 전력량_지침*,7.567
20160104,191500,V000000000,4150,설비 main 전력량_지침*,7.628
20160104,193000,V000000000,4150,설비 main 전력량_지침*,5.188
20160104,194500,V000000000,4150,설비 main 전력량_지침*,0.692
20160104,200000,V000000000,4150,설비 main 전력량_지침*,0
20160104,201500,V000000000,4150,설비 main 전력량_지침*,0
20160104,203000,V000000000,4150,설비 main 전력량_지침*,0.829
20160104,204500,V000000000,4150,설비 main 전력량_지침*,1.52
20160104,210000,V000000000,4150,설비 main 전력량_지침*,0
20160104,211500,V000000000,4150,설비 main 전력량_지침*,1.284
20160104,213000,V000000000,4150,설비 main 전력량_지침*,0
20160104,214500,V000000000,4150,설비 main 전력량_지침*,0
20160104,220000,V000000000,4150,설비 main 전력량_지침*,0
20160104,221500,V000000000,4150,설비 main 전력량_지침*,0
20160104,223000,V000000000,4150,설비 main 전력량_지침*,1.525
20160104,224500,V000000000,4150,설비 main 전력량_지침*,0
20160104,230000,V000000000,4150,설비 main 전력량_지침*,0
20160104,231500,V000000000,4150,설비 main 전력량_지침*,1.52
20160104,233000,V000000000,4150,설비 main 전력량_지침*,0
20160104,234500,V000000000,4150,설비 main 전력량_지침*,0
20160105,0,V000000000,4150,설비 main 전력량_지침*,0
20160105,1500,V000000000,4150,설비 main 전력량_지침*,0
20160105,3000,V000000000,4150,설비 main 전력량_지침*,0.828
20160105,4500,V000000000,4150,설비 main 전력량_지침*,0
20160105,10000,V000000000,4150,설비 main 전력량_지침*,0.836
20160105,11500,V000000000,4150,설비 main 전력량_지침*,0.835
20160105,13000,V000000000,4150,설비 main 전력량_지침*,0
20160105,14500,V000000000,4150,설비 main 전력량_지침*,0
20160105,20000,V000000000,4150,설비 main 전력량_지침*,0
20160105,21500,V000000000,4150,설비 main 전력량_지침*,0
20160105,23000,V000000000,4150,설비 main 전력량_지침*,0.692
20160105,24500,V000000000,4150,설비 main 전력량_지침*,0.828
20160105,30000,V000000000,4150,설비 main 전력량_지침*,6.906
20160105,31500,V000000000,4150,설비 main 전력량_지침*,2.442
20160105,33000,V000000000,4150,설비 main 전력량_지침*,7.742
20160105,34500,V000000000,4150,설비 main 전력량_지침*,6.938
20160105,40000,V000000000,4150,설비 main 전력량_지침*,6.875
20160105,41500,V000000000,4150,설비 main 전력량_지침*,6.937
20160105,43000,V000000000,4150,설비 main 전력량_지침*,9.349
20160105,44500,V000000000,4150,설비 main 전력량_지침*,8.321
20160105,50000,V000000000,4150,설비 main 전력량_지침*,6.906
20160105,51500,V000000000,4150,설비 main 전력량_지침*,8.688
20160105,53000,V000000000,4150,설비 main 전력량_지침*,9.088
20160105,54500,V000000000,4150,설비 main 전력량_지침*,8.322
20160105,60000,V000000000,4150,설비 main 전력량_지침*,9.258
20160105,61500,V000000000,4150,설비 main 전력량_지침*,22.683
20160105,63000,V000000000,4150,설비 main 전력량_지침*,43.586
20160105,64500,V000000000,4150,설비 main 전력량_지침*,43.56
20160105,70000,V000000000,4150,설비 main 전력량_지침*,42.707
20160105,71500,V000000000,4150,설비 main 전력량_지침*,41.019
20160105,73000,V000000000,4150,설비 main 전력량_지침*,42.657
20160105,74500,V000000000,4150,설비 main 전력량_지침*,39.981
20160105,80000,V000000000,4150,설비 main 전력량_지침*,42.213
20160105,81500,V000000000,4150,설비 main 전력량_지침*,41.495
20160105,83000,V000000000,4150,설비 main 전력량_지침*,39.919
20160105,84500,V000000000,4150,설비 main 전력량_지침*,36.57
20160105,90000,V000000000,4150,설비 main 전력량_지침*,36.82
20160105,91500,V000000000,4150,설비 main 전력량_지침*,32.265
20160105,93000,V000000000,4150,설비 main 전력량_지침*,37.261
20160105,94500,V000000000,4150,설비 main 전력량_지침*,30.877
20160105,100000,V000000000,4150,설비 main 전력량_지침*,35.587
20160105,101500,V000000000,4150,설비 main 전력량_지침*,32.773
20160105,103000,V000000000,4150,설비 main 전력량_지침*,34.994
20160105,104500,V000000000,4150,설비 main 전력량_지침*,34.561
20160105,110000,V000000000,4150,설비 main 전력량_지침*,31.705
20160105,111500,V000000000,4150,설비 main 전력량_지침*,32.42
20160105,113000,V000000000,4150,설비 main 전력량_지침*,31.77
20160105,114500,V000000000,4150,설비 main 전력량_지침*,33.852
20160105,120000,V000000000,4150,설비 main 전력량_지침*,32.667
20160105,121500,V000000000,4150,설비 main 전력량_지침*,33.26
20160105,123000,V000000000,4150,설비 main 전력량_지침*,31.131
20160105,124500,V000000000,4150,설비 main 전력량_지침*,35.968
20160105,130000,V000000000,4150,설비 main 전력량_지침*,31.621
20160105,131500,V000000000,4150,설비 main 전력량_지침*,34.901
20160105,133000,V000000000,4150,설비 main 전력량_지침*,30.545
20160105,134500,V000000000,4150,설비 main 전력량_지침*,33.409
20160105,140000,V000000000,4150,설비 main 전력량_지침*,35.982
20160105,141500,V000000000,4150,설비 main 전력량_지침*,30.304
20160105,143000,V000000000,4150,설비 main 전력량_지침*,31.626
